function,nb_points,nb_neighbors,feature_set,nb_calls,total_time,total_time_per_call,cum_time,cum_time_per_call
extract.py:14(<module>),10000,50,full,1,2.9e-05,2.9e-05,0.6644169999999999,0.6644169999999999
extract.py:33(compute_tree),10000,50,full,1,0.001015,0.001015,0.001374,0.001374
__init__.py:4(<module>),10000,50,full,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),10000,50,full,1,0.001514,0.001514,21.749087,21.749087
io.py:82(write_features),10000,50,full,1,0.036719999999999996,0.036719999999999996,9.415989,9.415989
io.py:5(<module>),10000,50,full,1,9.999999999999999e-06,9.999999999999999e-06,0.012693999999999999,0.012693999999999999
features.py:24(accumulation_2d_neighborhood),500000,50,full,1,0.0015789999999999999,0.0015789999999999999,0.30644499999999997,0.30644499999999997
features.py:74(normalize),500000,50,full,500000,2.127996,4.255992e-06,7.016234,1.4032467999999999e-05
features.py:106(triangle_variance_space),500000,50,full,500000,2.248693,4.4973859999999995e-06,2.248693,4.4973859999999995e-06
features.py:149(curvature_change),500000,50,full,500000,0.206421,4.12842e-07,0.206421,4.12842e-07
features.py:167(linearity),500000,50,full,500000,0.5593049999999999,1.1186099999999998e-06,0.5593049999999999,1.1186099999999998e-06
features.py:185(planarity),500000,50,full,500000,0.43874399999999997,8.77488e-07,0.43874399999999997,8.77488e-07
features.py:203(scattering),500000,50,full,500000,0.268859,5.37718e-07,0.268859,5.37718e-07
features.py:222(omnivariance),500000,50,full,500000,0.934255,1.8685099999999998e-06,5.143872,1.0287744e-05
features.py:240(anisotropy),500000,50,full,500000,0.536839,1.073678e-06,0.536839,1.073678e-06
features.py:258(eigenentropy),500000,50,full,500000,2.739462,5.478924e-06,6.142676,1.2285352e-05
features.py:274(val_sum),500000,50,full,1000000,0.625111,6.251109999999999e-07,6.198383,6.198383e-06
features.py:290(eigenvalue_ratio_2D),500000,50,full,500000,0.405892,8.11784e-07,0.405892,8.11784e-07
features.py:301(val_range),500000,50,full,500000,0.528189,1.056378e-06,8.412642,1.6825284e-05
features.py:317(std_deviation),500000,50,full,500000,0.54857,1.09714e-06,24.933546999999997,4.986709399999999e-05
features.py:333(radius_3D),500000,50,full,500000,0.449511,8.99022e-07,4.396984,8.793968e-06
features.py:348(radius_2D),500000,50,full,500000,4.228129,8.456258e-06,13.842604,2.7685208e-05
features.py:367(density_3D),500000,50,full,500000,1.639907,3.279814e-06,1.639907,3.279814e-06
features.py:386(density_2D),500000,50,full,500000,0.9140229999999999,1.828046e-06,0.9140229999999999,1.828046e-06
features.py:405(verticality_coefficient),500000,50,full,500000,1.2930549999999998,2.5861099999999995e-06,1.483816,2.9676320000000002e-06
features.py:18(<module>),500000,50,full,1,9e-06,9e-06,0.349487,0.349487
extract.py:48(request_tree),500000,50,full,500000,0.48512099999999997,9.70242e-07,72.18507699999999,0.00014437015399999998
extract.py:70(fit_pca),500000,50,full,1000000,2.334022,2.334022e-06,307.101009,0.00030710100899999996
extract.py:248(<listcomp>),500000,50,full,500000,1.03304,2.06608e-06,1.03304,2.06608e-06
extract.py:204(all_features),500000,50,full,500001,28.172007999999998,5.634390331219337e-05,493.91421499999996,0.0009878264543470912
extract.py:14(<module>),500000,50,full,1,2.7e-05,2.7e-05,1.033189,1.033189
extract.py:33(compute_tree),500000,50,full,1,0.289467,0.289467,0.3094,0.3094
__init__.py:4(<module>),500000,50,full,1,0.0,0.0,0.0,0.0
io.py:14(xyz),500000,50,full,1,0.001459,0.001459,21.623877,21.623877
io.py:82(write_features),500000,50,full,1,2.121152,2.121152,529.4428409999999,529.4428409999999
io.py:5(<module>),500000,50,full,1,9e-06,9e-06,0.017626,0.017626
features.py:74(normalize),500000,50,eigenvalues,500000,1.9510839999999998,3.902168e-06,6.331344,1.2662687999999999e-05
features.py:106(triangle_variance_space),500000,50,eigenvalues,500000,2.079166,4.158332e-06,2.079166,4.158332e-06
features.py:149(curvature_change),500000,50,eigenvalues,500000,0.14568699999999998,2.9137399999999995e-07,0.14568699999999998,2.9137399999999995e-07
features.py:167(linearity),500000,50,eigenvalues,500000,0.544045,1.08809e-06,0.544045,1.08809e-06
features.py:185(planarity),500000,50,eigenvalues,500000,0.39141,7.8282e-07,0.39141,7.8282e-07
features.py:203(scattering),500000,50,eigenvalues,500000,0.253371,5.06742e-07,0.253371,5.06742e-07
features.py:222(omnivariance),500000,50,eigenvalues,500000,0.955764,1.9115279999999998e-06,4.202209,8.404418e-06
features.py:240(anisotropy),500000,50,eigenvalues,500000,0.457291,9.14582e-07,0.457291,9.14582e-07
features.py:258(eigenentropy),500000,50,eigenvalues,500000,2.510842,5.021683999999999e-06,5.582329,1.1164658e-05
features.py:274(val_sum),500000,50,eigenvalues,500000,0.34757099999999996,6.951419999999999e-07,2.819248,5.638496e-06
features.py:18(<module>),500000,50,eigenvalues,1,9.999999999999999e-06,9.999999999999999e-06,0.314287,0.314287
extract.py:48(request_tree),500000,50,eigenvalues,500000,0.40791299999999997,8.15826e-07,63.622933999999994,0.00012724586799999998
extract.py:70(fit_pca),500000,50,eigenvalues,500000,1.056217,2.112434e-06,147.00626499999998,0.00029401252999999996
extract.py:185(<listcomp>),500000,50,eigenvalues,500000,0.761004,1.522008e-06,0.761004,1.522008e-06
extract.py:139(eigen_features),500000,50,eigenvalues,500001,16.039116,3.2078167843664315e-05,250.61428199999997,0.0005012275615448768
extract.py:14(<module>),500000,50,eigenvalues,1,2.4999999999999998e-05,2.4999999999999998e-05,0.852097,0.852097
extract.py:33(compute_tree),500000,50,eigenvalues,1,0.35639,0.35639,0.378863,0.378863
__init__.py:4(<module>),500000,50,eigenvalues,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),500000,50,eigenvalues,1,0.0015229999999999998,0.0015229999999999998,20.238854,20.238854
io.py:82(write_features),500000,50,eigenvalues,1,1.39305,1.39305,271.09947,271.09947
io.py:5(<module>),500000,50,eigenvalues,1,6e-06,6e-06,0.012962999999999999,0.012962999999999999
features.py:74(normalize),1000000,50,alphabeta,1000000,4.488891,4.488891e-06,14.680333,1.4680333e-05
features.py:106(triangle_variance_space),1000000,50,alphabeta,1000000,4.761445999999999,4.761445999999999e-06,4.761445999999999,4.761445999999999e-06
features.py:18(<module>),1000000,50,alphabeta,1,1.4999999999999999e-05,1.4999999999999999e-05,0.406885,0.406885
extract.py:48(request_tree),1000000,50,alphabeta,1000000,0.998296,9.98296e-07,150.47593,0.00015047593
extract.py:70(fit_pca),1000000,50,alphabeta,1000000,2.545179,2.5451790000000003e-06,339.38136599999996,0.000339381366
extract.py:128(<listcomp>),1000000,50,alphabeta,1000000,1.696483,1.696483e-06,1.696483,1.696483e-06
extract.py:87(alphabeta_features),1000000,50,alphabeta,1000001,30.652116,3.065208534791465e-05,543.120425,0.0005431198818801181
extract.py:14(<module>),1000000,50,alphabeta,1,4.2e-05,4.2e-05,1.127696,1.127696
extract.py:33(compute_tree),1000000,50,alphabeta,1,1.4083789999999998,1.4083789999999998,1.472751,1.472751
__init__.py:4(<module>),1000000,50,alphabeta,1,1e-06,1e-06,1e-06,1e-06
io.py:14(xyz),1000000,50,alphabeta,1,0.0017,0.0017,22.867348999999997,22.867348999999997
io.py:82(write_features),1000000,50,alphabeta,1,2.489353,2.489353,571.387419,571.387419
io.py:5(<module>),1000000,50,alphabeta,1,1.1e-05,1.1e-05,0.021299,0.021299
